41241
FBtr0290323	4276724	4281690	4272086	2	2	308	19203
FBtr0330637	4277287	4281690	4281690	2	2	310	19203
FBtr0078103	4289042	4296389	4281690	1	12	312	21224
FBtr0078104	4296683	4298445	4296389	1	3	324	22786
FBtr0330636	4296683	4298445	4298445	1	3	327	22786
FBtr0301452	4298265	4301035	4298445	2	5	330	20587
FBtr0089437	4301206	4308735	4301035	1	8	335	20630
FBtr0308091	4302064	4305640	4308735	1	4	343	20630
FBtr0089428	4302064	4308513	4308735	1	8	347	20630
FBtr0330656	4302064	4308735	4308735	1	6	355	20630
FBtr0089429	4302064	4308735	4308735	1	7	361	20630
FBtr0089432	4302240	4308513	4308735	1	7	368	20630
FBtr0089431	4302240	4308735	4308735	1	7	375	20630
FBtr0089430	4302240	4308735	4308735	1	7	382	20630
FBtr0089433	4302392	4308735	4308735	1	7	389	20630
FBtr0089435	4302436	4308735	4308735	1	7	396	20630
FBtr0089434	4302436	4308735	4308735	1	7	403	20630
FBtr0089436	4303897	4308513	4308735	1	6	410	20630
FBtr0330638	4309029	4350333	4308735	1	3	416	22134
FBtr0330639	4309029	4350333	4350333	1	3	419	22134
FBtr0306542	4309029	4350333	4350333	1	3	422	22134
FBtr0336838	4309668	4310485	4350333	2	1	425	19121
FBtr0078160	4309668	4310791	4350333	2	1	426	19121
FBti0060557-RA	4310821	4311279	4350333	1	1	427	18644
FBtr0100307	4311273	4314934	4350333	2	10	428	22377
FBtr0078157	4311382	4314934	4350333	2	11	438	22377
FBtr0100308	4311382	4314934	4350333	2	9	449	22377
FBtr0330646	4311382	4314934	4350333	2	9	458	22377
FBtr0100309	4311382	4314934	4350333	2	9	467	22377
FBtr0078158	4311382	4315045	4350333	2	10	476	22377
FBtr0078156	4311382	4316057	4350333	2	10	486	22377
FBtr0078159	4311382	4316057	4350333	2	9	496	22377
FBtr0100310	4311477	4314934	4350333	2	9	505	22377
FBtr0078154	4316927	4323548	4350333	2	8	514	21078
FBtr0100379	4316927	4323548	4350333	2	7	522	21078
FBtr0078155	4316927	4325094	4350333	2	8	529	21078
FBtr0078153	4316927	4325094	4350333	2	9	537	21078
FBtr0344032	4317140	4318334	4350333	1	3	546	18559
FBti0060562-RA	4317850	4317938	4350333	2	1	549	21626
FBtr0300568	4326380	4328298	4350333	1	2	550	19708
FBtr0078114	4326380	4328775	4350333	1	2	552	19708
FBtr0078115	4326380	4328775	4350333	1	1	554	19708
FBtr0336836	4329705	4330431	4350333	1	1	555	20269
FBtr0336837	4330447	4331004	4350333	1	2	556	22584
FBtr0346127	4332687	4333891	4350333	2	4	558	21007
FBtr0302194	4332687	4335295	4350333	2	6	562	21007
FBtr0302196	4332687	4335295	4350333	2	6	568	21928
FBtr0302195	4333749	4335295	4350333	2	3	574	21928
FBtr0330644	4335380	4336875	4350333	2	3	577	21647
FBtr0300987	4335380	4337394	4350333	2	4	580	21647
FBtr0330645	4335380	4337394	4350333	2	3	584	21647
FBtr0078116	4337626	4338530	4350333	1	1	587	20838
FBtr0330643	4338534	4347603	4350333	2	9	588	20542
FBtr0301929	4338534	4347603	4350333	2	9	597	20542
FBtr0078147	4347842	4349608	4350333	2	2	606	19976
FBtr0330642	4349392	4350333	4350333	1	3	608	22134
FBtr0330641	4349392	4350333	4350333	1	2	611	22134
FBtr0301886	4349638	4350333	4350333	1	3	613	22134
FBtr0301887	4349638	4350333	4350333	1	3	616	22134
FBtr0078117	4349638	4350333	4350333	1	3	619	22134
FBtr0078118	4349638	4350333	4350333	1	2	622	22134
FBtr0330640	4349638	4350333	4350333	1	3	624	22134
FBtr0340650	4350332	4351969	4350333	1	3	627	21604
FBtr0078119	4350452	4351969	4351969	1	3	630	21604
FBtr0091612	4352139	4352967	4351969	2	2	633	22770
FBtr0306341	4353335	4395891	4352967	1	13	635	22412
FBtr0330652	4353335	4395891	4395891	1	14	648	22412
FBtr0078122	4353335	4395891	4395891	1	12	662	22412
FBtr0332336	4353335	4397553	4395891	1	14	674	22412
FBtr0078121	4353335	4397700	4397553	1	11	688	22412
FBti0060558-RA	4366995	4367027	4397700	1	1	699	18908
FBti0060559-RA	4368046	4368081	4397700	2	1	700	18956
FBti0019095-RA	4370696	4370815	4397700	2	1	701	19209
FBti0060560-RA	4372582	4372770	4397700	1	1	702	20987
FBti0060561-RA	4374125	4374212	4397700	1	1	703	19541
FBtr0332337	4377123	4395891	4397700	1	11	704	22412
FBtr0078123	4377123	4397553	4397700	1	10	715	22412
FBtr0330653	4377123	4397553	4397700	1	11	725	22412
FBtr0078124	4398082	4399085	4397700	1	2	736	18545
FBtr0308246	4399046	4401100	4399085	2	4	738	21651
FBtr0078146	4399046	4401600	4401100	2	4	742	21651
FBtr0332338	4401482	4404809	4401600	1	3	746	20046
FBtr0078125	4401709	4404809	4404809	1	3	749	20046
FBtr0332339	4401709	4405028	4404809	1	3	752	20046
FBtr0078145	4405038	4416265	4405028	2	7	755	22970
FBtr0078144	4405038	4445126	4416265	2	18	762	22970
FBtr0308255	4405038	4445126	4445126	2	17	780	22970
FBtr0308254	4405038	4445126	4445126	2	17	797	22970
FBtr0308253	4405038	4445126	4445126	2	19	814	22970
FBtr0299837	4405038	4445126	4445126	2	17	833	22970
FBtr0336984	4413954	4414353	4445126	1	1	850	22056
FBtr0336985	4417822	4419011	4445126	1	1	851	21878
FBtr0336986	4422340	4422891	4445126	1	1	852	22309
FBtr0309764	4426469	4426556	4445126	2	1	853	19780
FBtr0078126	4426790	4428511	4445126	1	2	854	19422
FBtr0304343	4437338	4437444	4445126	2	1	856	22866
FBtr0304344	4437358	4437379	4445126	2	1	857	21792
FBtr0472777	4437399	4437421	4445126	2	1	858	18752
FBtr0336987	4443212	4444115	4445126	1	1	859	21996
FBtr0336990	4445342	4446676	4445126	2	5	860	21640
FBtr0078143	4445466	4446676	4446676	2	5	865	21640
FBtr0336989	4446892	4449053	4446676	2	5	870	18529
FBtr0078140	4446892	4466047	4449053	2	5	875	18529
FBtr0078141	4446892	4466047	4466047	2	5	880	18529
FBtr0308252	4454252	4461808	4466047	2	1	885	18686
FBtr0336988	4456506	4457306	4466047	1	2	886	21303
FBtr0078142	4457769	4461808	4466047	2	1	888	18686
FBtr0078127	4463391	4465929	4466047	1	3	889	20499
FBtr0078139	4466215	4468018	4466047	2	2	892	22927
FBtr0343777	4468139	4468997	4468018	1	1	894	19007
FBtr0078128	4468240	4469069	4468997	1	1	895	19007
FBtr0330649	4469043	4471515	4469069	2	4	896	22025
FBtr0330648	4469043	4471515	4471515	2	4	900	22025
FBtr0300804	4469043	4471515	4471515	2	4	904	22025
FBtr0330650	4469043	4472537	4471515	2	4	908	22025
FBtr0078129	4471885	4476470	4472537	1	6	912	18842
FBtr0343780	4475973	4477498	4476470	2	2	918	19165
FBtr0343779	4476274	4477498	4477498	2	2	920	19165
FBtr0078137	4476274	4477572	4477498	2	2	922	19165
FBtr0078136	4477688	4480029	4477572	2	3	924	20206
FBtr0113009	4477688	4486098	4480029	2	4	927	20206
FBtr0343778	4477688	4486098	4486098	2	4	931	20206
FBtr0078135	4477965	4480834	4486098	2	3	935	20206
FBtr0347594	4478110	4478558	4486098	1	1	938	21436
FBtr0347595	4480686	4482595	4486098	1	2	939	19257
FBtr0078134	4481555	4483235	4486098	2	1	941	19292
FBtr0330647	4481555	4483447	4486098	2	1	942	19292
FBtr0078130	4486722	4487525	4486098	1	2	943	22428
FBtr0333408	4487262	4488984	4487525	2	2	945	22964
FBtr0078133	4487656	4488984	4488984	2	2	947	22964
FBtr0078131	4489425	4491752	4488984	1	4	949	21541
FBtr0331205	4492183	4498237	4491752	1	3	953	20646
FBtr0331208	4492183	4499536	4498237	1	3	956	20646
FBtr0331206	4496009	4499536	4499536	1	1	959	20646
FBtr0331207	4496009	4499536	4499536	1	2	960	20646
FBtr0330673	4500238	4540558	4499536	1	16	962	18606
FBtr0078047	4500238	4540558	4540558	1	17	978	18606
FBtr0078049	4500238	4549869	4540558	1	18	995	18606
FBtr0329830	4502840	4503651	4549869	2	2	1013	20264
FBtr0344144	4502840	4503651	4549869	2	1	1015	20264
FBtr0330674	4504503	4540558	4549869	1	17	1016	18606
FBtr0078048	4504503	4540844	4549869	1	17	1033	18606
FBtr0078050	4504503	4542230	4549869	1	17	1050	18606
FBtr0078099	4512665	4513562	4549869	2	1	1067	20471
FBtr0078098	4514582	4515551	4549869	2	1	1068	22024
FBtr0078052	4516404	4517394	4549869	1	1	1069	21838
FBtr0330695	4519825	4524064	4549869	2	2	1070	19838
FBtr0330696	4521732	4524064	4549869	2	1	1072	19838
FBtr0078096	4524213	4526638	4549869	2	1	1073	19746
FBti0019096-RA	4542244	4549686	4549869	2	1	1074	20044
FBtr0330651	4549868	4552177	4549869	2	5	1075	18495
FBtr0078095	4549868	4552177	4552177	2	5	1080	18495
FBtr0078094	4549868	4552177	4552177	2	4	1085	18495
FBtr0345774	4549966	4551194	4552177	1	1	1089	19224
FBtr0345775	4551632	4552477	4552177	1	1	1090	21432
FBtr0078053	4572415	4581742	4552477	1	5	1091	21215
FBtr0329831	4590423	4590874	4581742	1	1	1096	21096
FBtr0331204	4590898	4596357	4590874	2	5	1097	22052
FBtr0078093	4590898	4596501	4596357	2	5	1102	22052
FBtr0078054	4598588	4602272	4596501	1	3	1107	20951
FBtr0089488	4602333	4609080	4602272	2	9	1110	20562
FBtr0089489	4603179	4607188	4609080	2	8	1119	20562
FBtr0078055	4609370	4612839	4609080	1	3	1127	20327
FBtr0078090	4612737	4613955	4612839	2	1	1130	19180
FBtr0078056	4614255	4615000	4613955	1	2	1131	19306
FBtr0331932	4614255	4615167	4615000	1	2	1133	19306
FBtr0078089	4615198	4615753	4615167	2	1	1135	20041
FBtr0078057	4616074	4616792	4615753	1	2	1136	20475
FBtr0078058	4617176	4619624	4616792	1	4	1138	18500
FBtr0329832	4625530	4643004	4619624	1	6	1142	22635
FBtr0078059	4625530	4643004	4643004	1	6	1148	22635
FBtr0329833	4633842	4634407	4643004	1	1	1154	19190
FBtr0331233	4642557	4647327	4643004	2	6	1155	18864
FBtr0078087	4642557	4647327	4647327	2	5	1161	18864
FBtr0304741	4643019	4645605	4647327	2	5	1166	18864
FBtr0331232	4643019	4647055	4647327	2	5	1171	18864
FBtr0078088	4643019	4647327	4647327	2	6	1176	18864
FBti0063763-RA	4645903	4645995	4647327	2	1	1182	20683
FBtr0078060	4647411	4648957	4647327	1	2	1183	19166
FBtr0305350	4649057	4649616	4648957	1	2	1185	19731
FBtr0078061	4649834	4653048	4649616	1	7	1187	21401
FBtr0331231	4649834	4653048	4653048	1	7	1194	21401
FBtr0331230	4649834	4653048	4653048	1	8	1201	21401
FBtr0310035	4653179	4665858	4653048	2	2	1209	21176
FBtr0310034	4653179	4666503	4665858	2	2	1211	21176
FBtr0078062	4667316	4670473	4666503	1	7	1213	23037
FBtr0333012	4670523	4734835	4670473	1	8	1220	21864
FBtr0333013	4670523	4734835	4734835	1	9	1228	21864
FBtr0078083	4670749	4673991	4734835	2	2	1237	21931
FBtr0078084	4670749	4673991	4734835	2	1	1239	21931
FBtr0310030	4670749	4673991	4734835	2	2	1240	21931
FBtr0347589	4685138	4686952	4734835	1	1	1242	20554
FBtr0310027	4685138	4734835	4734835	1	8	1243	21864
FBtr0347590	4686182	4686952	4734835	1	1	1251	20554
FBtr0347591	4695176	4696539	4734835	2	1	1252	19249
FBtr0078063	4717769	4734863	4734835	1	8	1253	21864
FBtr0329895	4718039	4734863	4734863	1	8	1261	21864
FBtr0310028	4734902	4736883	4734863	2	3	1269	19966
FBtr0078082	4735540	4736883	4736883	2	2	1272	19966
FBtr0310029	4735696	4736883	4736883	2	2	1274	19966
FBtr0078081	4735696	4736883	4736883	2	2	1276	19966
FBtr0078080	4737089	4738956	4736883	2	3	1278	21683
FBtr0344014	4739228	4746757	4738956	2	4	1281	19729
FBtr0078064	4739432	4741399	4746757	1	4	1285	20692
FBtr0112854	4741319	4743805	4746757	2	3	1289	19729
FBtr0078079	4741319	4746757	4746757	2	3	1292	19729
FBtr0345429	4741319	4747226	4746757	2	3	1295	19729
FBtr0078078	4748045	4753382	4747226	2	6	1298	21118
FBtr0303763	4748045	4754613	4753382	2	6	1304	21118
FBtr0078066	4753915	4754826	4754613	1	2	1310	21988
FBtr0332342	4754871	4757650	4754826	2	1	1312	18625
FBtr0332341	4754871	4757650	4757650	2	2	1313	18625
FBtr0078076	4754871	4757650	4757650	2	2	1315	18625
FBtr0345577	4754871	4758122	4757650	2	2	1317	18625
FBtr0078067	4758466	4760775	4758122	1	1	1319	19221
FBtr0078075	4760669	4762424	4760775	2	4	1320	22217
FBtr0078068	4762643	4767019	4762424	1	3	1324	21323
FBtr0332340	4762643	4767210	4767019	1	3	1327	21323
FBtr0078074	4767336	4768567	4767210	2	1	1330	21144
FBtr0310022	4768594	4770037	4768567	1	4	1331	18510
FBtr0078069	4768811	4770037	4770037	1	3	1335	18510
FBtr0346726	4770014	4770853	4770037	2	2	1338	18591
FBtr0333746	4770014	4770853	4770853	2	3	1340	18591
FBtr0346650	4770014	4771199	4770853	2	3	1343	18591
FBtr0078070	4771789	4773852	4771199	1	3	1346	22679
FBtr0347398	4777843	4782350	4773852	2	2	1349	22186
FBtr0343221	4777847	4788988	4782350	2	3	1351	22186
FBtr0343220	4777847	4788988	4788988	2	3	1354	22186
FBtr0347397	4782351	4783087	4788988	1	2	1357	20214
FBtr0445834	4782451	4783087	4788988	1	2	1359	20214
FBtr0078071	4797116	4797865	4788988	1	2	1361	20496
FBtr0310023	4797116	4798733	4797865	1	2	1363	20496
FBtr0343219	4800217	4800715	4798733	1	1	1365	19965
FBtr0310101	4802643	4803437	4800715	2	1	1366	22682
FBtr0308305	4814601	4815504	4803437	2	1	1367	21592
FBtr0343248	4817410	4817968	4815504	1	1	1368	22273
FBtr0343250	4818203	4818626	4817968	2	1	1369	20501
FBtr0077998	4818920	4819859	4818626	1	1	1370	20388
FBtr0077999	4819955	4822503	4819859	1	1	1371	19479
FBtr0345777	4823032	4823355	4822503	1	1	1372	19871
FBti0060585-RA	4828487	4828548	4823355	2	1	1373	19527
FBtr0078045	4834316	4909286	4828548	2	12	1374	20752
FBtr0343249	4834609	4909286	4909286	2	12	1386	20752
FBti0019098-RA	4881277	4890258	4909286	2	1	1398	18785
FBtr0344054	4904871	4909610	4909286	1	2	1399	21474
FBtr0347592	4916288	4919136	4909610	2	2	1401	19839
FBtr0078000	4922665	4924867	4919136	1	1	1403	19917
FBtr0301316	4931515	4936094	4924867	2	6	1404	22311
FBtr0301317	4931515	4938698	4936094	2	8	1410	22311
FBtr0078043	4931515	4938698	4938698	2	8	1418	22311
FBtr0343785	4944248	4956445	4938698	1	11	1426	19093
FBtr0308257	4944912	4956445	4956445	1	11	1437	19093
FBtr0343787	4944912	4956702	4956445	1	11	1448	19093
FBtr0301439	4947103	4951823	4956702	1	6	1459	19093
FBtr0078001	4947103	4956445	4956702	1	10	1465	19093
FBtr0343786	4947103	4956445	4956702	1	10	1475	19093
FBtr0346526	4947103	4956445	4956702	1	10	1485	19093
FBti0019099-RA	4964819	4966546	4956702	2	1	1495	21956
FBtr0342660	4966817	4967396	4966546	1	1	1496	23007
FBtr0078003	4967850	4968320	4967396	1	1	1497	20550
FBtr0078004	4970839	4971244	4968320	1	1	1498	19932
FBtr0078005	4973476	4973958	4971244	1	1	1499	19539
FBtr0078006	4974785	4977188	4973958	1	4	1500	21909
FBtr0331651	4975579	4977188	4977188	1	4	1504	21909
FBtr0078007	4978639	4980461	4977188	1	1	1508	21065
FBtr0331652	4978639	4983079	4980461	1	2	1509	21065
FBtr0078042	4980456	4985101	4983079	2	5	1511	21286
FBtr0345453	4994159	4994626	4985101	1	1	1516	22833
FBtr0078008	5004880	5005834	4994626	1	4	1517	20331
FBtr0078009	5005887	5007683	5005834	1	2	1521	20382
FBtr0078041	5007617	5010253	5007683	2	5	1523	19655
FBtr0332974	5007617	5010253	5010253	2	5	1528	19655
FBtr0078010	5010296	5011335	5010253	1	1	1533	20112
FBtr0332972	5010296	5012399	5011335	1	1	1534	20112
FBtr0078040	5011297	5012253	5012399	2	2	1535	19223
FBtr0078039	5012382	5013811	5012399	2	2	1537	22612
FBtr0078011	5014267	5015512	5013811	1	1	1539	20614
FBtr0305507	5015592	5018640	5015512	1	4	1540	21444
FBtr0301908	5015725	5018640	5018640	1	4	1544	21444
FBtr0078012	5015725	5018640	5018640	1	3	1548	21444
FBtr0100469	5015725	5018640	5018640	1	2	1551	21444
FBtr0078038	5018632	5020164	5018640	2	1	1553	18633
FBtr0332973	5020272	5026634	5020164	1	6	1554	20988
FBtr0078014	5020272	5027544	5026634	1	6	1560	20988
FBtr0078013	5020272	5027544	5027544	1	6	1566	20988
FBtr0078015	5020272	5027544	5027544	1	6	1572	20988
FBtr0302121	5027887	5037246	5027544	2	6	1578	20953
FBtr0302612	5027887	5045374	5037246	2	5	1584	20953
FBtr0302120	5027887	5045374	5045374	2	6	1589	20953
FBtr0078037	5027890	5037246	5045374	2	5	1595	20953
FBtr0334763	5029170	5045374	5045374	2	4	1600	20953
FBtr0334793	5045005	5045466	5045374	1	1	1604	22895
FBtr0334797	5045554	5047033	5045466	2	4	1605	22290
FBtr0078034	5045619	5047033	5047033	2	4	1609	22290
FBtr0078016	5047071	5048842	5047033	1	3	1613	21383
FBtr0334794	5047151	5048842	5048842	1	3	1616	21383
FBtr0078017	5049640	5050539	5048842	1	3	1619	20569
FBtr0334795	5049774	5050539	5050539	1	3	1622	20569
FBtr0334796	5049774	5050942	5050539	1	3	1625	20569
FBtr0445831	5051706	5054382	5050942	1	1	1628	21160
FBtr0304182	5051845	5051935	5054382	1	1	1629	19220
FBtr0472769	5051859	5051882	5054382	1	1	1630	21157
FBtr0304183	5051899	5051920	5054382	1	1	1631	19601
FBtr0445832	5054500	5056109	5054382	1	3	1632	22610
FBtr0078018	5054612	5056109	5056109	1	3	1635	22610
FBtr0078033	5056152	5060164	5056109	2	7	1638	22537
FBtr0078032	5056152	5062316	5060164	2	6	1645	22537
FBtr0078031	5056152	5062657	5062316	2	6	1651	22537
FBtr0114307	5059669	5059796	5062657	2	1	1657	22501
FBtr0078030	5062976	5064160	5062657	2	1	1658	22991
FBtr0091487	5064768	5068452	5064160	1	5	1659	21163
FBtr0091489	5064768	5071341	5068452	1	5	1664	21163
FBtr0332000	5064768	5071341	5071341	1	6	1669	21163
FBtr0091486	5065398	5068452	5071341	1	5	1675	21163
FBtr0345634	5071475	5079444	5071341	2	15	1680	22430
FBtr0078023	5071605	5072573	5079444	1	2	1695	21488
FBtr0332181	5072484	5079444	5079444	2	15	1697	22430
FBtr0345739	5091756	5092353	5079444	2	1	1712	20094
FBtr0345738	5092803	5095619	5092353	1	2	1713	20902
FBtr0078025	5092947	5095619	5095619	1	2	1715	20902
FBtr0078028	5095794	5095957	5095619	2	1	1717	22363
FBtr0474086	5096279	5096385	5095957	2	1	1718	21506
FBtr0345455	5098332	5098650	5096385	1	1	1719	22109
FBtr0334798	5107284	5107608	5098650	2	1	1720	19216
FBtr0336969	5108389	5112108	5107608	1	11	1721	20304
FBtr0077949	5117096	5152401	5112108	1	11	1732	19745
FBtr0305064	5117096	5152401	5152401	1	10	1743	19745
FBti0019100-RA	5171238	5178815	5152401	1	1	1753	22480
FBtr0445830	5182110	5185603	5178815	2	3	1754	22507
FBtr0343253	5182110	5185603	5185603	2	3	1757	22507
FBti0019101-RA	5191083	5200119	5185603	2	1	1760	21070
FBtr0301417	5202681	5242356	5200119	2	12	1761	21035
FBtr0332270	5205724	5228885	5242356	2	11	1773	21035
FBtr0301416	5205724	5237521	5242356	2	11	1784	21035
FBtr0479958	5213962	5223040	5242356	1	3	1795	20241
FBtr0077997	5220408	5221200	5242356	2	1	1798	18595
FBtr0301087	5231549	5232836	5242356	1	1	1799	19447
FBtr0077951	5231549	5232988	5242356	1	2	1800	19447
FBtr0077993	5243977	5272118	5242356	2	5	1802	22955
FBtr0077994	5246095	5272114	5272118	2	5	1807	22955
FBtr0077952	5272251	5275106	5272118	1	3	1812	22153
FBtr0077953	5275214	5277681	5275106	1	5	1815	21048
FBtr0332569	5275214	5279683	5277681	1	5	1820	21048
FBtr0332570	5277394	5296807	5279683	2	9	1825	21190
FBtr0332571	5277551	5296807	5296807	2	8	1834	21190
FBtr0332273	5297557	5302676	5296807	2	8	1842	20213
FBtr0077989	5297786	5302676	5302676	2	8	1850	20213
FBtr0077954	5302843	5306997	5302676	1	7	1858	19584
FBtr0077955	5307244	5308441	5306997	1	4	1865	22648
FBtr0077988	5308957	5313334	5308441	2	4	1869	19336
FBtr0332272	5308957	5313334	5313334	2	5	1873	19336
FBtr0077987	5308957	5323256	5313334	2	5	1878	19336
FBtr0077956	5323619	5326714	5323256	1	3	1883	19171
FBtr0077986	5326635	5328401	5326714	2	1	1886	22491
FBtr0077957	5328996	5335291	5328401	1	5	1887	18537
FBtr0332271	5328996	5335459	5335291	1	5	1892	18537
FBtr0346497	5337172	5337519	5335459	1	1	1897	22252
FBtr0077958	5337504	5341698	5337519	1	4	1898	19958
FBtr0077959	5342125	5343752	5341698	1	1	1902	21066
FBtr0077985	5343748	5344980	5343752	2	5	1903	22973
FBtr0077960	5345069	5346067	5344980	1	1	1908	19804
FBtr0332274	5345981	5350614	5346067	2	5	1909	22366
FBtr0100023	5345981	5350614	5350614	2	7	1914	22366
FBtr0100022	5345981	5352565	5350614	2	5	1921	22366
FBtr0331290	5352879	5353658	5352565	2	1	1926	22118
FBtr0331287	5352964	5354523	5353658	1	3	1927	18989
FBtr0077961	5352964	5354523	5354523	1	2	1930	18989
FBtr0331289	5354593	5358189	5354523	2	5	1932	18833
FBtr0077982	5354593	5358189	5358189	2	4	1937	18833
FBtr0077981	5354593	5358189	5358189	2	5	1941	18833
FBtr0077962	5358746	5360728	5358189	1	2	1946	18870
FBtr0077964	5360809	5361514	5360728	1	2	1948	20284
FBtr0304710	5361475	5364245	5361514	2	4	1950	18982
FBtr0077980	5361475	5364382	5364245	2	4	1954	18982
FBtr0344015	5361475	5364668	5364382	2	5	1958	18982
FBtr0077965	5364484	5365092	5364668	1	3	1963	22049
FBtr0077979	5365056	5367108	5365092	2	4	1966	20030
FBtr0077966	5367312	5371799	5367108	1	12	1970	21862
FBtr0331288	5367312	5371892	5371799	1	12	1982	21862
FBtr0335395	5371993	5376757	5371892	1	9	1994	22534
FBtr0335394	5371993	5376757	5376757	1	12	2003	22534
FBtr0077968	5371993	5376757	5376757	1	13	2015	22534
FBtr0344790	5371993	5376757	5376757	1	13	2028	22534
FBtr0308698	5371993	5376757	5376757	1	11	2041	22534
FBtr0077978	5376600	5378323	5376757	2	2	2052	18702
FBtr0077971	5378368	5380001	5378323	1	2	2054	22921
FBtr0307056	5380060	5391110	5380001	1	6	2056	22750
FBtr0335379	5380198	5391110	5391110	1	6	2062	22750
FBtr0077972	5380557	5391110	5391110	1	6	2068	22750
FBtr0307057	5380557	5391110	5391110	1	6	2074	22750
FBtr0077977	5392768	5393569	5391110	2	1	2080	19444
FBtr0307096	5393715	5394012	5393569	1	1	2081	18764
FBtr0335380	5393715	5394227	5394012	1	1	2082	18764
FBtr0307097	5394508	5394883	5394227	1	1	2083	21300
FBtr0335381	5394508	5394966	5394883	1	1	2084	21300
FBtr0335382	5394974	5395523	5394966	1	1	2085	19126
FBtr0077973	5395081	5395523	5395523	1	1	2086	19126
FBtr0114498	5398518	5399553	5395523	1	4	2087	19445
FBtr0345742	5408952	5409596	5399553	2	1	2091	21445
FBtr0306546	5411157	5412088	5409596	2	2	2092	21524
FBtr0299796	5413596	5424105	5412088	1	8	2094	21850
FBti0019102-RA	5414487	5421895	5424105	1	1	2102	20843
FBtr0077920	5434339	5436508	5424105	1	2	2103	20441
FBtr0335383	5434339	5437321	5436508	1	2	2105	20441
FBtr0077921	5450720	5488990	5437321	1	12	2107	19561
FBtr0479835	5450720	5490899	5488990	1	13	2119	19561
