2L	216008	216076	-
2L	216276	216344	-
2L	216574	216631	-
2L	218886	221505	-
2L	218886	226115	-
2L	218886	227371	-
2L	226509	227371	-
2L	227548	228132	-
2L	228282	229172	-
2L	228282	230537	-
2L	229383	229929	-
2L	229383	230537	-
2L	229978	230537	-
2L	230628	230757	-
2L	231035	231947	-
2L	231035	231962	-
2L	232102	232291	-
2L	232380	233996	-
2L	233155	233216	+
2L	234175	234236	-
2L	242144	242243	-
2L	242745	250756	-
2L	242926	250756	-
2L	251465	251526	-
2L	251802	251855	-
2L	251925	251978	-
2L	252167	252226	-
2L	253146	253219	-
2L	253386	253445	-
2L	253891	253955	-
2L	254398	254561	-
2L	254398	271628	-
2L	254425	271628	-
2L	262598	262644	+
2L	269390	269457	+
2L	270607	270660	+
2L	272507	272554	-
2L	275252	275318	-
2L	276498	276738	-
2L	276898	276958	-
2L	276904	276958	-
2L	276904	276973	-
2L	277864	277929	+
2L	278324	278642	+
2L	279125	279184	+
2L	279806	279869	+
2L	280041	280109	+
2L	282506	282653	-
2L	284211	284747	-
2L	284969	285432	-
2L	284969	286306	-
2L	284969	290812	-
2L	286663	286752	+
2L	291032	291606	-
2L	291032	291660	-
2L	292661	292716	+
2L	294373	294440	-
2L	295281	295345	+
2L	295629	295703	+
2L	296812	296976	+
2L	298404	299032	+
2L	299919	302025	+
2L	301945	302025	+
2L	306390	317742	+
2L	308843	308996	-
2L	310606	317742	+
2L	318121	325677	+
2L	325825	334119	+
2L	326062	328592	-
2L	334258	335414	+
2L	335549	336017	+
2L	336204	336348	+
2L	336547	337015	+
2L	336547	337937	+
2L	337199	337937	+
2L	338119	339206	+
2L	339442	340709	+
2L	340856	342578	+
2L	342793	342865	+
2L	343730	344023	+
2L	343730	344038	+
2L	343730	344041	+
2L	344490	344554	+
2L	344490	344575	+
2L	344948	345008	+
2L	345154	345214	+
2L	347937	355383	+
2L	356313	356366	-
2L	356838	356890	-
2L	357192	357422	-
2L	357749	357815	-
2L	357767	357815	-
2L	378482	384510	+
2L	384895	385700	+
2L	385747	386307	+
2L	386577	386702	+
2L	398867	399847	-
2L	400457	400522	-
2L	400668	400724	-
2L	400943	401006	-
2L	404474	404535	+
2L	406036	406094	+
2L	409466	409531	-
2L	409737	409789	-
2L	410074	410126	-
2L	411061	411128	-
2L	411719	411781	-
2L	412238	412446	-
2L	412659	412724	-
2L	412659	413395	-
2L	413655	414442	-
2L	415447	415511	+
2L	416711	416788	+
2L	420147	420291	+
2L	422189	422242	+
2L	423846	423915	+
2L	424764	424823	+
2L	425013	425072	+
2L	431900	438379	+
2L	432118	438379	+
2L	438517	438581	+
2L	438728	443081	+
2L	443162	443225	+
2L	446584	446641	+
2L	449171	449229	-
2L	449321	449434	-
2L	450541	450665	-
2L	450879	451229	-
2L	450879	452576	-
2L	452737	452797	-
2L	452737	452986	-
2L	454271	454329	+
2L	454930	454988	+
2L	455828	456085	+
2L	456224	456288	+
2L	456469	456538	+
2L	456730	456796	+
2L	456898	456972	+
2L	457339	457399	+
2L	457563	457614	+
2L	457563	457627	+
2L	464942	471397	-
2L	473166	473222	+
2L	473995	474053	+
2L	474766	475035	+
2L	475179	475232	+
2L	475852	475915	+
2L	476016	476077	+
2L	476332	489516	+
2L	476332	525391	+
2L	478205	479086	-
2L	478205	479406	-
2L	491359	525391	+
2L	524060	525391	+
2L	525437	536022	+
2L	536967	537036	+
2L	537432	537548	+
2L	537750	537862	+
2L	539250	539309	+
2L	539453	539517	+
2L	541169	541708	-
2L	542347	542429	-
2L	542351	542429	-
2L	542380	542429	-
2L	543350	543415	-
2L	544267	544332	-
2L	545307	545370	+
2L	545565	545815	+
2L	546444	546564	+
2L	546480	546532	-
2L	547901	547977	-
2L	548219	549025	-
2L	548219	551157	-
2L	554275	554335	-
2L	555447	555509	-
2L	557666	557721	-
2L	557883	557942	-
2L	558542	558615	-
2L	558542	559562	-
2L	560038	560096	+
2L	563190	563253	-
2L	563190	563258	-
2L	563190	563276	-
2L	566439	566497	-
2L	566625	566679	-
2L	567031	567088	-
2L	568434	568598	+
2L	569291	569347	+
2L	574356	574633	+
2L	574699	574779	+
2L	575091	575143	+
2L	576023	576080	-
2L	576405	576513	-
2L	578034	578154	+
2L	578421	578483	+
2L	584446	587829	-
2L	584446	592271	-
2L	588580	588646	+
2L	592634	593587	-
2L	602950	603073	+
2L	603007	603073	+
2L	644315	644436	-
2L	645717	647988	-
2L	648362	648478	-
2L	648887	648990	-
2L	649766	649933	-
2L	650294	652785	-
2L	653289	654246	-
2L	654701	655273	-
2L	655867	656711	-
2L	657385	705870	-
2L	707868	714274	-
2L	710668	714858	+
2L	724016	724080	-
2L	738269	738320	-
2L	738436	738507	-
2L	738838	739444	-
2L	740015	740356	-
2L	740691	740799	-
2L	740965	743337	-
2L	743624	744083	-
2L	743624	744195	-
2L	750401	752730	+
2L	750804	752730	+
2L	753731	754486	+
2L	754631	755020	+
2L	755297	755661	+
2L	755297	755828	+
2L	756081	756333	+
2L	756081	756667	+
2L	757031	757127	+
2L	757430	757799	+
2L	757939	758846	+
2L	759123	759230	+
2L	759550	759678	+
2L	782049	782123	+
2L	782182	782237	+
2L	782442	782494	+
2L	786423	786478	-
2L	786428	786509	+
2L	786665	786732	-
2L	788179	788241	-
2L	788613	790488	-
2L	810759	810808	+
2L	811022	811088	+
2L	811204	811258	+
2L	812497	812561	+
2L	813894	813950	-
2L	814185	814242	-
2L	815222	815274	-
2L	815413	815474	-
2L	815422	815474	-
2L	817183	817243	-
2L	818644	818703	-
2L	821660	822857	+
2L	823570	823636	+
2L	824138	824190	+
2L	824138	824218	+
2L	826508	829304	+
2L	826508	829421	+
2L	826508	829456	+
2L	829972	830144	+
2L	830350	830737	+
2L	831084	831176	+
2L	831627	831713	+
2L	834584	834973	-
2L	835291	835352	-
2L	835548	835703	-
2L	835548	836545	-
2L	836172	836545	-
2L	837379	842613	-
2L	837379	849898	-
2L	851660	851717	-
2L	852443	852498	-
2L	852572	852627	-
2L	853006	853191	+
2L	853279	853544	+
2L	855624	855686	+
2L	855811	855867	+
2L	860410	860763	+
2L	861358	861428	+
2L	862259	862318	-
2L	862499	862562	-
2L	864135	864194	-
2L	864339	864397	-
2L	864795	864876	-
2L	864795	867813	-
2L	864795	868031	-
2L	865061	865826	-
2L	870553	871340	+
2L	871275	871340	+
2L	871577	871640	+
2L	871739	871805	+
2L	872081	872207	+
2L	873540	875037	+
2L	877872	877969	+
2L	878335	878391	-
2L	878774	878837	-
2L	879800	879864	-
2L	880915	880973	-
2L	881586	881647	-
2L	881948	882047	-
2L	882605	882659	-
2L	883040	883095	-
2L	883298	883364	-
2L	883992	884051	-
2L	884186	884255	-
2L	884389	884441	-
2L	884653	884721	-
2L	884847	884907	-
2L	898942	899009	+
2L	914280	914337	+
2L	914494	914552	+
2L	914616	914799	+
2L	915004	915057	+
2L	915270	915324	+
2L	915448	915507	+
2L	915751	915814	+
2L	916232	916281	+
2L	916654	916706	+
2L	917388	917466	+
2L	923220	930064	+
2L	923220	950491	+
2L	930424	950491	+
2L	950579	951586	+
2L	952143	952255	+
2L	953334	953395	+
2L	953511	956248	+
2L	956335	956403	+
2L	956793	956859	+
2L	956945	957051	+
2L	957210	957278	+
2L	989105	989416	-
2L	989358	989771	-
2L	990312	990869	-
2L	1014485	1014549	-
2L	1014717	1014776	-
2L	1014975	1015034	-
2L	1015257	1015314	-
2L	1015928	1015992	-
2L	1016077	1016138	-
2L	1017642	1017710	-
2L	1017769	1019267	-
2L	1019322	1033686	-
2L	1021830	1021941	+
2L	1023503	1024583	+
2L	1034191	1034401	-
2L	1034191	1042963	-
2L	1034191	1046809	-
2L	1038507	1038578	+
2L	1047023	1047955	-
2L	1052266	1052330	-
2L	1052496	1052565	-
2L	1053054	1061233	-
2L	1062214	1076834	-
2L	1062214	1077651	-
2L	1078569	1078624	+
2L	1079066	1079120	+
2L	1081428	1081577	+
2L	1081921	1081976	+
2L	1082057	1082119	+
2L	1082666	1082788	+
2L	1082666	1082791	+
2L	1084837	1084893	-
2L	1085137	1085200	-
2L	1085310	1085523	-
2L	1085681	1085743	-
2L	1085862	1085926	-
2L	1086027	1087694	-
2L	1088107	1101920	-
2L	1088107	1102322	-
2L	1101969	1102322	-
2L	1103821	1103878	-
2L	1105102	1105158	-
2L	1106299	1106355	-
2L	1107107	1107160	-
2L	1107317	1107372	-
2L	1107758	1107811	-
2L	1107950	1108015	-
2L	1109896	1109962	+
2L	1110424	1110479	+
2L	1110675	1111263	+
2L	1111398	1111453	+
2L	1111968	1112027	+
2L	1112445	1112505	+
2L	1113153	1113203	+
2L	1113502	1113558	+
2L	1113766	1113825	+
2L	1115944	1116440	-
2L	1116691	1117443	-
2L	1117517	1117866	-
2L	1117517	1118565	-
2L	1117517	1128128	-
2L	1117918	1118565	-
2L	1128346	1128803	-
2L	1129506	1129818	+
2L	1131182	1131263	+
2L	1135082	1138620	+
2L	1139068	1139123	+
2L	1139386	1139482	+
2L	1139764	1139828	+
2L	1139764	1139831	+
2L	1143411	1145443	+
2L	1146473	1146538	+
2L	1146826	1146892	+
2L	1149587	1149650	-
2L	1150070	1150130	-
2L	1150327	1150378	-
2L	1150560	1150616	-
2L	1152116	1152176	-
2L	1152701	1152770	-
2L	1153319	1153385	-
2L	1153732	1154281	-
2L	1153732	1155745	-
2L	1153732	1158078	-
2L	1154407	1154551	-
2L	1155054	1155745	-
2L	1158783	1158856	+
2L	1159468	1159755	+
2L	1161220	1161289	-
2L	1161870	1161926	-
2L	1162147	1162999	-
2L	1163150	1163416	-
2L	1163150	1163759	-
2L	1165081	1165138	+
2L	1166923	1166982	+
2L	1167955	1168011	-
2L	1168639	1168694	-
2L	1169562	1169627	-
2L	1169959	1170227	-
2L	1170364	1170418	+
2L	1170554	1170610	+
2L	1170957	1171029	-
2L	1171644	1171713	-
2L	1171914	1172022	-
2L	1173320	1173379	+
2L	1173830	1173883	+
2L	1174131	1174196	+
2L	1174267	1174496	+
2L	1174571	1174909	+
2L	1174988	1175046	+
2L	1175174	1175286	+
2L	1175524	1175578	+
2L	1176044	1176100	+
2L	1176882	1176941	+
2L	1177192	1177255	+
2L	1177862	1177947	+
2L	1177869	1177947	+
2L	1178045	1178107	+
2L	1178468	1178840	+
2L	1178468	1178846	+
2L	1179070	1179126	+
2L	1179197	1179451	+
2L	1179197	1179859	+
2L	1179526	1179859	+
2L	1179938	1179996	+
2L	1180124	1180212	+
2L	1180450	1180512	+
2L	1180927	1180994	+
2L	1181794	1181854	+
2L	1182105	1182169	+
2L	1183472	1183528	-
2L	1184255	1184322	+
2L	1186016	1191402	+
2L	1186453	1191402	+
2L	1191535	1191598	+
2L	1191539	1191598	+
2L	1191910	1191969	+
2L	1192199	1192255	+
2L	1192199	1192267	+
2L	1192626	1196215	+
2L	1204465	1204564	+
2L	1204688	1204762	+
2L	1204842	1204900	+
2L	1217385	1217484	-
2L	1219592	1219656	+
2L	1220036	1227701	+
2L	1227764	1227827	+
2L	1228138	1228191	+
2L	1228409	1228464	+
2L	1228653	1228713	+
2L	1229186	1229252	+
2L	1240971	1241050	+
2L	1256946	1273584	+
2L	1273779	1280598	+
2L	1280702	1284605	+
2L	1284891	1285303	+
2L	1285445	1285505	+
2L	1285638	1285744	+
2L	1287050	1287160	+
2L	1287260	1287500	+
2L	1287742	1288132	+
2L	1288294	1289454	+
2L	1289729	1292647	+
2L	1293598	1294982	+
2L	1329325	1329381	+
2L	1334760	1334818	+
2L	1341521	1341588	-
2L	1341757	1341828	-
2L	1341985	1342038	-
2L	1343599	1343658	-
2L	1343827	1343903	-
2L	1344060	1344114	-
2L	1344516	1344569	+
2L	1344516	1344580	+
2L	1352642	1352697	-
2L	1353839	1353887	-
2L	1355630	1355701	-
2L	1359111	1359171	-
2L	1359271	1359331	-
2L	1359418	1359466	-
2L	1359698	1359760	-
2L	1360374	1360491	-
2L	1360591	1360656	-
2L	1360737	1360795	-
2L	1360927	1361457	-
2L	1361579	1361640	-
2L	1368110	1368214	+
2L	1368314	1368365	+
2L	1368480	1368529	+
2L	1382633	1384926	-
2L	1385213	1386847	-
2L	1387012	1387106	-
2L	1387354	1387430	-
2L	1387527	1390892	-
2L	1391299	1391388	-
2L	1391509	1391586	-
2L	1392525	1392689	-
2L	1392822	1394191	-
2L	1394333	1394473	-
2L	1394759	1395902	-
2L	1396006	1397061	-
2L	1397253	1419903	-
2L	1499422	1499557	-
2L	1499422	1499674	-
2L	1500046	1500113	-
2L	1500200	1500408	-
2L	1500203	1500408	-
2L	1501037	1501096	-
2L	1501037	1501098	-
2L	1501055	1501123	+
2L	1501430	1503569	+
2L	1501873	1501932	-
2L	1502185	1502610	-
2L	1520741	1520800	+
2L	1521440	1521558	+
2L	1521917	1521982	+
2L	1522831	1522890	+
2L	1523530	1523669	+
2L	1524028	1524090	+
2L	1555206	1556539	+
2L	1555206	1556832	+
2L	1555212	1556832	+
2L	1555754	1556323	+
2L	1556916	1600615	+
2L	1586789	1586851	-
2L	1595544	1595597	-
2L	1595828	1595891	-
2L	1596422	1609485	-
2L	1600826	1600961	+
2L	1601913	1602321	+
2L	1602658	1602943	+
2L	1603630	1604197	+
2L	1604337	1604760	+
2L	1604886	1605095	+
2L	1604886	1605098	+
2L	1604886	1606389	+
2L	1605486	1606389	+
2L	1609659	1609754	-
2L	1611869	1612005	+
2L	1612989	1613043	-
2L	1613424	1613982	-
2L	1619971	1620039	-
2L	1651412	1652774	+
2L	1651430	1652774	+
2L	1651713	1652774	+
2L	1653836	1678868	+
2L	1653836	1690116	+
2L	1667982	1670143	+
2L	1667982	1690116	+
2L	1670190	1678868	+
2L	1678921	1690116	+
2L	1690756	1694223	+
2L	1694442	1694546	+
2L	1695377	1695438	+
2L	1695587	1695648	+
2L	1705115	1705399	+
2L	1705281	1705399	+
2L	1707999	1708060	-
2L	1708215	1708281	-
2L	1708403	1708461	-
2L	1708678	1708820	-
2L	1708740	1708809	+
2L	1709105	1709173	-
2L	1709333	1709616	-
2L	1709812	1709877	-
2L	1709964	1710042	-
2L	1710104	1710207	-
2L	1710538	1710598	+
2L	1710698	1710850	+
2L	1711868	1711927	-
2L	1712088	1712144	-
2L	1712543	1712596	-
2L	1712543	1712611	-
2L	1713109	1713166	-
2L	1714118	1714172	-
2L	1714474	1715138	-
2L	1717230	1717597	-
2L	1717816	1717877	-
2L	1718152	1718226	-
2L	1718359	1718420	-
2L	1718492	1718674	-
2L	1718492	1718695	-
2L	1718492	1718739	-
2L	1718904	1723881	-
2L	1726656	1726752	-
2L	1726656	1727645	-
2L	1727881	1728053	-
2L	1728233	1728302	-
2L	1728233	1728361	-
2L	1728233	1729274	-
2L	1728233	1729549	-
2L	1731817	1731879	-
2L	1732081	1732143	-
2L	1732655	1741659	+
2L	1738020	1741659	+
2L	1742077	1742142	+
2L	1742261	1743344	+
2L	1743541	1743633	+
2L	1743780	1744922	+
2L	1745162	1745220	+
2L	1745362	1745718	+
2L	1746030	1747691	+
2L	1747861	1748773	+
2L	1748875	1749517	+
2L	1749677	1749741	+
2L	1755406	1755467	-
2L	1758659	1758932	-
2L	1785079	1785133	+
2L	1789294	1789351	-
2L	1790770	1790824	-
2L	1792210	1792260	-
2L	1793832	1793896	-
2L	1824696	1824761	-
2L	1825134	1825185	-
2L	1825902	1825986	-
2L	1825905	1825986	-
2L	1826275	1826328	-
2L	1832367	1832423	-
2L	1836653	1837172	+
2L	1836653	1842898	+
2L	1837407	1842898	+
2L	1840531	1840585	-
2L	1844721	1848064	+
2L	1848214	1851106	+
2L	1848214	1851109	+
2L	1851274	1851691	+
2L	1851965	1852053	+
2L	1852151	1852657	+
2L	1852786	1853453	+
2L	1853597	1854185	+
2L	1854309	1855363	+
2L	1854309	1855372	+
2L	1855476	1855615	+
2L	1855798	1856429	+
2L	1859002	1862719	-
2L	1859002	1864931	-
2L	1862828	1864931	-
2L	1865217	1865458	-
2L	1865776	1865986	-
2L	1866139	1866220	-
2L	1866366	1866466	-
2L	1866898	1866965	-
2L	1867366	1869073	-
2L	1869528	1875011	-
2L	1875176	1876468	-
2L	1876592	1879966	-
2L	1880672	1881311	-
2L	1885319	1909668	+
2L	1909993	1910066	+
2L	1910150	1932055	+
2L	1911870	1913208	+
2L	1912235	1913208	+
2L	1913664	1932055	+
2L	1928576	1932055	+
2L	1932148	1933805	+
2L	1934050	1934118	+
2L	1934329	1934478	+
2L	1934899	1934960	+
2L	1935684	1935738	+
2L	1936992	1937053	+
2L	1937374	1937440	+
2L	1937584	1937865	+
2L	1937584	1938507	+
2L	1937911	1938507	+
2L	1938620	1938864	+
2L	1938620	1941581	+
2L	1938620	1941754	+
2L	1941394	1941581	+
2L	1941678	1941754	+
2L	1941904	1941970	+
2L	1942047	1942107	+
2L	1942183	1942250	+
2L	1942452	1942509	+
2L	1942664	1942784	+
2L	1946197	1946254	-
2L	1946504	1946561	-
2L	1952880	1954313	-
2L	1952880	1969952	-
2L	1974481	1974563	+
2L	1974819	1974880	+
2L	1974992	1975060	+
2L	1976814	1976909	-
2L	1979203	1979909	-
2L	1980181	1980252	-
2L	1980428	1980551	-
2L	1981584	1981641	+
2L	1981833	1981885	+
2L	1982499	1982546	+
2L	1983961	1984018	+
2L	1984144	1984205	+
2L	1985402	1985470	-
2L	1985720	1985781	-
2L	1985884	1985945	-
2L	1986106	1986796	-
2L	1986106	1987584	-
2L	1989842	1989912	+
2L	1992040	1992092	-
2L	1997959	1998231	-
2L	1998721	2000933	-
2L	2000352	2000413	+
2L	2001087	2001379	-
2L	2001211	2001402	+
2L	2001512	2002172	-
2L	2001954	2002032	+
2L	2002314	2002668	-
2L	2002347	2003444	+
2L	2002921	2005560	-
2L	2007054	2007134	-
2L	2008542	2008672	+
2L	2010314	2026767	+
2L	2011786	2017523	+
2L	2017852	2026767	+
2L	2024266	2026767	+
2L	2027211	2027278	+
2L	2027792	2027851	+
2L	2028051	2028112	+
2L	2028250	2028302	+
2L	2028250	2028320	+
2L	2029029	2029091	+
2L	2029419	2029493	+
2L	2029757	2029835	+
2L	2035565	2035881	-
2L	2038009	2039929	+
2L	2038225	2039929	+
2L	2038642	2039929	+
2L	2039805	2039929	+
2L	2040155	2040216	+
2L	2040360	2040421	+
2L	2041574	2041646	+
2L	2042570	2042652	+
2L	2042852	2042913	+
2L	2045642	2045699	+
2L	2046012	2046065	+
2L	2046012	2046068	+
2L	2046219	2046427	+
2L	2047640	2047703	+
2L	2055113	2055326	+
2L	2055518	2055598	+
2L	2055787	2057033	+
2L	2057136	2057672	+
2L	2057826	2057916	+
2L	2059984	2061809	-
2L	2061908	2061974	-
2L	2062300	2065610	-
2L	2065744	2066519	-
2L	2066598	2066741	-
2L	2067161	2094412	-
2L	2080124	2080207	+
2L	2081067	2081131	+
2L	2081067	2081134	+
2L	2084226	2084277	+
2L	2095173	2109725	-
2L	2095173	2109818	-
2L	2129071	2129132	-
2L	2131255	2134438	+
2L	2134968	2135037	+
2L	2136645	2136730	+
2L	2137795	2137882	-
2L	2137927	2137983	-
2L	2138156	2139629	-
2L	2138159	2139629	-
2L	2139674	2139727	-
2L	2139677	2139727	-
2L	2140313	2140379	-
2L	2141071	2141128	-
2L	2141723	2141784	-
2L	2142133	2142190	-
2L	2142581	2142641	-
2L	2143392	2143448	-
2L	2143850	2143919	-
2L	2144054	2144118	-
2L	2144367	2144456	-
2L	2144626	2144804	-
2L	2146814	2146885	-
2L	2148590	2148646	+
2L	2149781	2149841	+
2L	2150262	2150328	+
2L	2150796	2150847	+
2L	2152147	2152232	+
2L	2152271	2152662	+
2L	2152463	2152662	+
2L	2152466	2152662	+
2L	2152945	2153002	+
2L	2153106	2153281	+
2L	2153532	2153595	+
2L	2154411	2154472	+
2L	2158406	2158467	-
2L	2159246	2159311	-
2L	2160583	2161009	-
2L	2160583	2161232	-
2L	2160583	2171141	-
2L	2160583	2177846	-
2L	2171199	2177846	-
2L	2184234	2184362	+
2L	2189155	2189342	-
2L	2190644	2190706	-
2L	2190647	2190706	-
2L	2190785	2191849	-
2L	2191079	2191849	-
2L	2192091	2192146	-
2L	2192716	2192777	-
2L	2192846	2192974	-
2L	2192849	2192922	-
2L	2192849	2192974	-
2L	2192849	2197308	-
2L	2203849	2203907	-
2L	2204600	2204656	-
2L	2205071	2205125	-
2L	2205194	2205255	-
2L	2205308	2205364	-
2L	2205431	2205486	-
2L	2205647	2205717	-
2L	2205868	2205933	-
2L	2206732	2206799	-
2L	2207492	2207561	-
2L	2207976	2208035	-
2L	2208104	2208161	-
2L	2208214	2208269	-
2L	2208336	2208387	-
2L	2208548	2208607	-
2L	2208752	2208811	-
2L	2210870	2210924	-
2L	2211511	2211576	-
2L	2211718	2211772	-
2L	2212092	2212278	-
2L	2213334	2213414	-
2L	2213549	2213615	-
2L	2213558	2213615	-
2L	2213757	2213895	-
2L	2214385	2214437	+
2L	2214885	2215013	+
2L	2215457	2215514	-
2L	2215460	2215514	-
2L	2216960	2217012	-
2L	2217545	2217597	+
2L	2217772	2217829	+
2L	2218082	2218173	+
2L	2219105	2219160	+
2L	2219717	2219776	+
2L	2220259	2220319	+
2L	2220952	2223242	+
2L	2222299	2223242	+
2L	2222771	2223242	+
2L	2223634	2223704	+
2L	2224527	2224578	+
2L	2224686	2224743	+
2L	2225358	2225409	+
2L	2226002	2226058	-
2L	2227282	2229265	+
2L	2227306	2227363	-
2L	2229394	2229456	+
2L	2229576	2229637	+
2L	2229814	2229877	+
2L	2232189	2232256	-
2L	2233048	2233109	-
2L	2233978	2234234	-
2L	2234351	2234408	-
2L	2234869	2234927	-
2L	2235900	2236307	-
2L	2237975	2238036	-
2L	2239129	2239191	-
2L	2240269	2240340	-
2L	2242592	2242692	+
2L	2242946	2243559	+
2L	2245495	2245544	+
2L	2245495	2245550	+
2L	2263756	2263815	+
2L	2264043	2264096	+
2L	2264421	2264482	-
2L	2264710	2264771	-
2L	2272501	2279629	-
2L	2276392	2279629	-
2L	2279252	2279629	-
2L	2284326	2284494	-
2L	2284326	2284766	-
2L	2287457	2287538	-
2L	2287620	2287681	-
2L	2290643	2290703	-
2L	2300505	2300582	+
2L	2308042	2308141	+
2L	2308250	2308304	+
2L	2308532	2308580	+
2L	2309291	2309515	-
2L	2309703	2310125	-
2L	2310450	2310661	-
2L	2310871	2323350	-
2L	2310871	2330655	-
2L	2312180	2323382	+
2L	2323450	2330655	-
2L	2323450	2357077	-
2L	2324257	2327403	+
2L	2327553	2338379	+
2L	2330811	2357077	-
2L	2338533	2338764	+
2L	2341095	2346826	+
2L	2347180	2350758	+
2L	2351032	2352443	+
2L	2352737	2352801	+
2L	2353463	2353537	+
2L	2353702	2353768	+
2L	2354501	2354579	+
2L	2354823	2356430	+
2L	2356932	2357689	+
2L	2360394	2360455	-
2L	2360394	2360459	-
2L	2360570	2360632	-
2L	2360802	2360971	-
2L	2361093	2361159	-
2L	2361586	2361738	-
2L	2361586	2362674	-
2L	2361586	2363404	-
2L	2361586	2364312	-
2L	2361586	2364594	-
2L	2361586	2364640	-
2L	2361586	2364836	-
2L	2361586	2364889	-
2L	2361586	2365060	-
2L	2365391	2366274	+
2L	2365729	2366274	+
2L	2365902	2366274	+
2L	2368214	2368315	+
2L	2370521	2370611	-
2L	2370989	2371041	-
